Fecha,Cine,Tipo_Sala,Cantidad_Boletos,Total_Venta,Cliente_ID
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,7751
3/16/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,2117
3/16/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,2647
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,7771
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,3761
3/16/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,8069
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,3696
3/16/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,3786
3/16/2025,Cinépolis Paseo Villalta,Tradicional,2,160,4791
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,2504
3/16/2025,Cinépolis La Nogalera,Tradicional,1,80,6048
3/16/2025,Cinépolis Paseo Villalta,Tradicional,4,320,4303
3/16/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,8850
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,9924
3/16/2025,Cinépolis La Nogalera,Tradicional,5,400,9615
3/16/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,9100
3/16/2025,Cinépolis La Nogalera,Tradicional,3,240,5917
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,5322
3/16/2025,Cinépolis Paseo Villalta,Tradicional,3,240,7999
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,8282
3/16/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,5763
3/16/2025,Cinépolis Paseo Villalta,Tradicional,1,80,2051
3/16/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,8538
3/16/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,7320
3/16/2025,Cinépolis Paseo Villalta,Tradicional,4,320,3105
3/16/2025,Cinépolis La Nogalera,Tradicional,4,320,8737
3/16/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,2251
3/16/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,6305
3/16/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,6869
3/17/2025,Cinépolis Paseo Villalta,Tradicional,4,320,5992
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,3863
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,5567
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,5005
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,1183
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,9728
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,2273
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,2096
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,9002
3/17/2025,Cinépolis La Nogalera,Tradicional,3,240,4354
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,7305
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,8299
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,5765
3/17/2025,Cinépolis Paseo Villalta,Tradicional,2,160,6552
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,7589
3/17/2025,Cinépolis La Nogalera,Tradicional,1,80,3341
3/17/2025,Cinépolis La Nogalera,Tradicional,2,160,1249
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,1974
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,3672
3/17/2025,Cinépolis Paseo Villalta,Tradicional,4,320,9662
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,9721
3/17/2025,Cinépolis La Nogalera,Tradicional,4,320,3773
3/17/2025,Cinépolis Paseo Villalta,Tradicional,2,160,5440
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,4783
3/17/2025,Cinépolis Paseo Villalta,Tradicional,5,400,5287
3/17/2025,Cinépolis La Nogalera,Tradicional,2,160,2716
3/17/2025,Cinépolis La Nogalera,Tradicional,3,240,2260
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,1584
3/17/2025,Cinépolis Paseo Villalta,Tradicional,2,160,8616
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,6898
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,5939
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,1890
3/17/2025,Cinépolis La Nogalera,Tradicional,5,400,9923
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,9806
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,2719
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,8000
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,6558
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,3432
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,7837
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,6454
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,3028
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,5624
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,9848
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,5591
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,3821
3/17/2025,Cinépolis Paseo Villalta,Tradicional,5,400,4580
3/17/2025,Cinépolis Paseo Villalta,Tradicional,5,400,3462
3/17/2025,Cinépolis La Nogalera,Tradicional,3,240,8984
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,7169
3/17/2025,Cinépolis La Nogalera,Tradicional,2,160,5485
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,7289
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,6368
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,8566
3/17/2025,Cinépolis Paseo Villalta,Tradicional,3,240,2003
3/17/2025,Cinépolis Paseo Villalta,Tradicional,1,80,3466
3/17/2025,Cinépolis Paseo Villalta,Tradicional,4,320,2635
3/17/2025,Cinépolis Paseo Villalta,Tradicional,2,160,2895
3/17/2025,Cinépolis La Nogalera,Tradicional,5,400,2073
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,5895
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,2956
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,1807
3/17/2025,Cinépolis Paseo Villalta,Tradicional,4,320,5524
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,3284
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,1757
3/17/2025,Cinépolis Paseo Villalta,Tradicional,1,80,4558
3/17/2025,Cinépolis La Nogalera,Tradicional,2,160,4847
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,5198
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,8119
3/17/2025,Cinépolis Paseo Villalta,Tradicional,2,160,9849
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,1422
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,5266
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,3710
3/17/2025,Cinépolis La Nogalera,Tradicional,2,160,3541
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,4164
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,4217
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,2764
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,3671
3/17/2025,Cinépolis Paseo Villalta,Tradicional,3,240,4177
3/17/2025,Cinépolis Paseo Villalta,Tradicional,3,240,8263
3/17/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,1808
3/17/2025,Cinépolis Paseo Villalta,Tradicional,5,400,1725
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,8701
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,3197
3/17/2025,Cinépolis Paseo Villalta,Tradicional,5,400,6634
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,3123
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,2814
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,1124
3/17/2025,Cinépolis La Nogalera,Tradicional,4,320,3971
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,8415
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,1717
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,7782
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,9307
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,6578
3/17/2025,Cinépolis Paseo Villalta,Tradicional,5,400,7548
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,4792
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,7197
3/17/2025,Cinépolis Paseo Villalta,Tradicional,3,240,9975
3/17/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,2553
3/17/2025,Cinépolis Paseo Villalta,Tradicional,5,400,9378
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,5586
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,6877
3/17/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,5922
3/17/2025,Cinépolis Paseo Villalta,Tradicional,3,240,5686
3/17/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,3059
3/17/2025,Cinépolis La Nogalera,Tradicional,3,240,1016
3/18/2025,Cinépolis La Nogalera,Tradicional,1,80,5471
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,9711
3/18/2025,Cinépolis La Nogalera,Tradicional,2,160,5815
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,7543
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,2094
3/18/2025,Cinépolis La Nogalera,Tradicional,4,320,4195
3/18/2025,Cinépolis La Nogalera,Tradicional,5,400,7940
3/18/2025,Cinépolis Paseo Villalta,Tradicional,4,320,6555
3/18/2025,Cinépolis Paseo Villalta,Tradicional,5,400,5713
3/18/2025,Cinépolis La Nogalera,Tradicional,5,400,8478
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,5933
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,3965
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,4939
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,2810
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,2909
3/18/2025,Cinépolis La Nogalera,Tradicional,4,320,3581
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,1931
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,7382
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,2032
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,2873
3/18/2025,Cinépolis La Nogalera,Tradicional,4,320,7781
3/18/2025,Cinépolis Paseo Villalta,Tradicional,5,400,1277
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,6929
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,5675
3/18/2025,Cinépolis Paseo Villalta,Tradicional,2,160,6308
3/18/2025,Cinépolis Paseo Villalta,Tradicional,5,400,1287
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,2907
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,7337
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,6983
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,1926
3/18/2025,Cinépolis Paseo Villalta,Tradicional,1,80,6002
3/18/2025,Cinépolis La Nogalera,Tradicional,4,320,4398
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,3654
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,2371
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,6300
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,7553
3/18/2025,Cinépolis Paseo Villalta,Tradicional,2,160,8498
3/18/2025,Cinépolis La Nogalera,Tradicional,3,240,1011
3/18/2025,Cinépolis Paseo Villalta,Tradicional,2,160,3842
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,8984
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,3077
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,5873
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,6856
3/18/2025,Cinépolis La Nogalera,Tradicional,1,80,9745
3/18/2025,Cinépolis La Nogalera,Tradicional,5,400,8701
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,7897
3/18/2025,Cinépolis Paseo Villalta,Tradicional,3,240,6672
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,7155
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,2881
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,4809
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,5673
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,2409
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,8452
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,3172
3/18/2025,Cinépolis La Nogalera,Tradicional,2,160,3669
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,8825
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,6247
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,7135
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,8189
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,5535
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,8697
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,1662
3/18/2025,Cinépolis La Nogalera,Tradicional,3,240,6060
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,6874
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,8148
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,4629
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,9872
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,1609
3/18/2025,Cinépolis La Nogalera,Tradicional,5,400,4866
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,3253
3/18/2025,Cinépolis Paseo Villalta,Tradicional,1,80,2268
3/18/2025,Cinépolis Paseo Villalta,Tradicional,1,80,5571
3/18/2025,Cinépolis Paseo Villalta,Tradicional,5,400,7394
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,1325
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,5932
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,9832
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,8754
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,3575
3/18/2025,Cinépolis Paseo Villalta,Tradicional,4,320,2581
3/18/2025,Cinépolis Paseo Villalta,Tradicional,1,80,4966
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,9320
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,8493
3/18/2025,Cinépolis La Nogalera,Tradicional,3,240,4744
3/18/2025,Cinépolis Paseo Villalta,Tradicional,4,320,6594
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,2644
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,1242
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,8269
3/18/2025,Cinépolis Paseo Villalta,Tradicional,5,400,9362
3/18/2025,Cinépolis La Nogalera,Tradicional,5,400,7331
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,3158
3/18/2025,Cinépolis La Nogalera,Tradicional,5,400,6162
3/18/2025,Cinépolis Paseo Villalta,Tradicional,4,320,8977
3/18/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,1298
3/18/2025,Cinépolis La Nogalera,Tradicional,4,320,5232
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,3799
3/18/2025,Cinépolis Paseo Villalta,Tradicional,4,320,6326
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,3657
3/18/2025,Cinépolis Paseo Villalta,Tradicional,3,240,3949
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,5837
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,2243
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,2466
3/18/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,7502
3/18/2025,Cinépolis La Nogalera,Tradicional,4,320,8833
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9106
3/18/2025,Cinépolis Paseo Villalta,Tradicional,5,400,6540
3/18/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,1599
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,9792
3/18/2025,Cinépolis La Nogalera,Tradicional,1,80,6599
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,8382
3/18/2025,Cinépolis La Nogalera,Tradicional,2,160,8707
3/18/2025,Cinépolis Paseo Villalta,Tradicional,1,80,5633
3/18/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,8008
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,9989
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,2773
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,4164
3/19/2025,Cinépolis La Nogalera,Tradicional,1,80,1946
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,1506
3/19/2025,Cinépolis La Nogalera,Tradicional,4,320,9697
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,8657
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,2192
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,2464
3/19/2025,Cinépolis La Nogalera,Tradicional,2,160,7106
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,3560
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,2211
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,1643
3/19/2025,Cinépolis Paseo Villalta,Tradicional,2,160,2283
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,5386
3/19/2025,Cinépolis La Nogalera,Tradicional,3,240,3339
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,6930
3/19/2025,Cinépolis Paseo Villalta,Tradicional,1,80,6275
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,9750
3/19/2025,Cinépolis Paseo Villalta,Tradicional,3,240,5516
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,9111
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,8837
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,6185
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,7365
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,1692
3/19/2025,Cinépolis La Nogalera,Tradicional,1,80,1441
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,7533
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,3645
3/19/2025,Cinépolis Paseo Villalta,Tradicional,5,400,8933
3/19/2025,Cinépolis La Nogalera,Tradicional,1,80,3080
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,8797
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,4494
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,2184
3/19/2025,Cinépolis Paseo Villalta,Tradicional,5,400,9462
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,6606
3/19/2025,Cinépolis La Nogalera,Tradicional,4,320,9465
3/19/2025,Cinépolis Paseo Villalta,Tradicional,3,240,1421
3/19/2025,Cinépolis La Nogalera,Tradicional,2,160,5675
3/19/2025,Cinépolis Paseo Villalta,Tradicional,2,160,7748
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,4243
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,4096
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,6882
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,4,320,9415
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,9456
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,7559
3/19/2025,Cinépolis La Nogalera,Tradicional,5,400,6673
3/19/2025,Cinépolis La Nogalera,Tradicional,3,240,2353
3/19/2025,Cinépolis Paseo Villalta,Tradicional,2,160,4854
3/19/2025,Cinépolis La Nogalera,Tradicional,3,240,6506
3/19/2025,Cinépolis Paseo Villalta,Tradicional,2,160,3395
3/19/2025,Cinépolis La Nogalera,Tradicional,3,240,6515
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,4138
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,5270
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,3,492,1556
3/19/2025,Cinépolis La Nogalera,Tradicional,3,240,4567
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,7477
3/19/2025,Cinépolis La Nogalera,Tradicional,5,400,2016
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,2,160,4496
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,3313
3/19/2025,Cinépolis Paseo Villalta,Tradicional,1,80,5056
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,2689
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,9611
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,6649
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,2819
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,2342
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,3226
3/19/2025,Cinépolis Paseo Villalta,Tradicional,1,80,8235
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,1,80,6089
3/19/2025,Cinépolis Paseo Villalta,Tradicional,2,160,6911
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,4340
3/19/2025,Cinépolis La Nogalera,Tradicional,1,80,2141
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,5041
3/19/2025,Cinépolis La Nogalera,Tradicional,2,160,5270
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,2784
3/19/2025,Cinépolis Paseo Villalta,Tradicional,3,240,6428
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,5,820,5658
3/19/2025,Cinépolis Paseo Villalta,Tradicional,3,240,7219
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,9890
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,3938
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,4197
3/19/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,6730
3/19/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,2191
3/19/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,2366
3/19/2025,Cinépolis VIP Paseo Villalta,VIP,4,656,5539
3/19/2025,Cinépolis La Nogalera,Tradicional,4,320,5086
3/20/2025,Cinépolis La Nogalera,Tradicional,2,160,7040
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,1,80,5758
3/20/2025,Cinépolis Paseo Villalta,Tradicional,3,240,6014
3/20/2025,Cinépolis Sendero Saltillo Sur,Tradicional,5,400,1490
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,1,164,2940
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,5908
3/20/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,4159
3/20/2025,Cinépolis Paseo Villalta,Tradicional,3,240,1681
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,3693
3/20/2025,Cinépolis Paseo Villalta,Tradicional,1,80,5340
3/20/2025,Cinépolis La Nogalera,Tradicional,1,80,8966
3/20/2025,Cinépolis La Nogalera,Tradicional,2,160,3159
3/20/2025,Cinépolis La Nogalera,Tradicional,5,400,7772
3/20/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,9219
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,9488
3/20/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,3296
3/20/2025,Cinépolis La Nogalera,Tradicional,5,400,2677
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,6622
3/20/2025,Cinépolis La Nogalera,Tradicional,3,240,2248
3/20/2025,Cinépolis Paseo Villalta,Tradicional,2,160,7079
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,8036
3/20/2025,Cinépolis La Nogalera,Tradicional,3,240,3048
3/20/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,3476
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,4553
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,2,160,1220
3/20/2025,Cinépolis Paseo Villalta,Tradicional,3,240,8192
3/20/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,8209
3/20/2025,Cinépolis Paseo Villalta,Tradicional,1,80,2871
3/20/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,9536
3/20/2025,Cinépolis La Nogalera,Tradicional,5,400,8813
3/20/2025,Cinépolis La Nogalera,Tradicional,2,160,8237
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,3598
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,7899
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,5476
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,4,320,2191
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,7297
3/20/2025,Cinépolis VIP Paseo Villalta,VIP,1,164,1271
3/20/2025,Cinépolis Paseo Villalta,Tradicional,1,80,8987
3/20/2025,Cinépolis La Nogalera,Tradicional,5,400,1787
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,2,328,4676
3/20/2025,Cinépolis La Nogalera,Tradicional,4,320,6033
3/20/2025,Cinépolis La Nogalera,Tradicional,2,160,6214
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,3,240,8533
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,6730
3/20/2025,Cinépolis La Nogalera,Tradicional,5,400,8465
3/20/2025,Cinépolis La Nogalera,Tradicional,4,320,5471
3/20/2025,Cinépolis La Nogalera,Tradicional,4,320,1548
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,9264
3/20/2025,Cinépolis VIP Paseo Villalta,VIP,2,328,1571
3/20/2025,Cinépolis La Nogalera,Tradicional,5,400,1178
3/20/2025,Cinépolis La Nogalera,Tradicional,1,80,1798
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,4,656,3795
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,8297
3/20/2025,Cinépolis Sendero Saltillo,Tradicional,5,400,1731
3/20/2025,Cinépolis VIP Sendero Saltillo,VIP,3,492,3933
3/20/2025,Cinépolis VIP Paseo Villalta,VIP,5,820,6074
3/20/2025,Cinépolis Sendero Saltillo Sur,Tradicional,3,240,8099
